emp_no,salary
251131,43763
436449,43763
20539,43764
96343,43764
200309,43764
253741,43764
418592,43764
53988,43765
76435,43765
83485,43765
86862,43765
102473,43765
436484,43765
457109,43765
22742,43766
39188,43766
52610,43766
251998,43766
263144,43766
284454,43766
296549,43766
424209,43766
429731,43766
448385,43766
467132,43766
251205,43767
280956,43767
431705,43767
11294,43768
205678,43768
209714,43768
239195,43768
264460,43768
274310,43768
423394,43768
440958,43768
459938,43768
494962,43768
223648,43769
243779,43769
414238,43769
61003,43770
71949,43770
75157,43770
88441,43770
262576,43770
274446,43770
415713,43770
458501,43770
28327,43771
205663,43771
218760,43771
252618,43771
296637,43771
419646,43771
430051,43771
466518,43771
468020,43771
10121,43772
95591,43772
242576,43772
277162,43772
401285,43772
448877,43772
449552,43772
94341,43773
273795,43773
462935,43773
485027,43773
71517,43774
260498,43774
475068,43774
57782,43775
81431,43775
88372,43775
402913,43775
425036,43775
485576,43775
49506,43776
210802,43776
245390,43776
267574,43776
470487,43776
234546,43777
240941,43777
272415,43777
435515,43777
496284,43777
49760,43778
288228,43778
451221,43778
453007,43778
474713,43778
20208,43779
71235,43779
218153,43779
429229,43779
82787,43780
84791,43780
94541,43780
287526,43780
426164,43780
449162,43780
104233,43781
265083,43781
285149,43781
453222,43781
21394,43782
105504,43782
108290,43782
453290,43782
46773,43783
55940,43783
91294,43783
99780,43783
251525,43783
281375,43783
292004,43783
405480,43783
437205,43783
448125,43783
17766,43784
37824,43784
60002,43784
70564,43784
88398,43784
236678,43784
242999,43784
271994,43784
276904,43784
440020,43784
445217,43784
477383,43784
17294,43785
98287,43785
294385,43785
297933,43785
420037,43785
99840,43786
103888,43786
201711,43786
228523,43786
251095,43786
263387,43786
56583,43787
90768,43787
233084,43787
267148,43787
279303,43787
54632,43788
67635,43788
76442,43788
261920,43788
67215,43789
226114,43789
402581,43789
422302,43789
19599,43790
24000,43790
44654,43790
217193,43790
223339,43790
237446,43790
50166,43791
203634,43791
401346,43791
433279,43791
21318,43792
43084,43792
64143,43792
220029,43792
264761,43792
273883,43792
299352,43792
91196,43793
236013,43793
246592,43793
408157,43793
437742,43793
485342,43793
95129,43794
234787,43794
274870,43794
479341,43794
15205,43795
30814,43795
31479,43795
65563,43795
281221,43795
411499,43795
433378,43795
480162,43795
66988,43796
79568,43796
239805,43796
28843,43797
71657,43797
88088,43797
414739,43797
219014,43798
229809,43798
241399,43798
271162,43798
291574,43798
471148,43798
106676,43800
222698,43800
437433,43800
464205,43800
25290,43801
105502,43801
214640,43801
250841,43801
261750,43801
486650,43801
16278,43802
96840,43802
266186,43802
20075,43803
54177,43803
76825,43803
89626,43803
105426,43803
106930,43803
212122,43803
248730,43803
404762,43803
34156,43804
48444,43804
59800,43804
70442,43804
100138,43804
210342,43804
250485,43804
272210,43804
278248,43804
470041,43804
490552,43804
42736,43805
55714,43805
66518,43805
69739,43805
79427,43805
92044,43805
231680,43805
298432,43805
298550,43805
449592,43805
463461,43805
495730,43805
49251,43806
62841,43806
235306,43806
238533,43806
427007,43806
435962,43806
468723,43806
479486,43806
15509,43807
33245,43807
221204,43807
224655,43807
280120,43807
402843,43807
427608,43807
12580,43808
39781,43808
203661,43808
246346,43808
266195,43808
477386,43808
481498,43808
483966,43808
18048,43809
22372,43809
39004,43809
406582,43809
408684,43809
431126,43809
35386,43810
95906,43810
217024,43810
263888,43810
451229,43810
465171,43810
473186,43810
12272,43811
86974,43811
94792,43811
103343,43811
416949,43811
419189,43811
477918,43811
492328,43811
498569,43811
97781,43812
68914,43813
254709,43813
258488,43813
271712,43813
290793,43813
449079,43813
41132,43814
78889,43814
248655,43814
271101,43814
446592,43814
462261,43814
467994,43814
10075,43815
39503,43815
93186,43815
109041,43815
447601,43815
454361,43815
465290,43815
490121,43815
90421,43816
212660,43816
233212,43816
280051,43816
288219,43816
299205,43816
420724,43816
457359,43816
476153,43816
479764,43816
498349,43816
89679,43817
107380,43817
264122,43817
286480,43817
430477,43817
37438,43818
44269,43818
238680,43818
270988,43818
289999,43818
431966,43818
448677,43818
68007,43819
208493,43819
208734,43819
271043,43819
271068,43819
425029,43819
446772,43819
87982,43820
470700,43820
81018,43821
105781,43821
244069,43821
425658,43821
435091,43821
435911,43821
478235,43821
88331,43822
407854,43822
439619,43822
495547,43822
15749,43823
23202,43823
224176,43823
234809,43823
259082,43823
400249,43823
239261,43824
281822,43824
289344,43824
405423,43824
437266,43824
478402,43824
49131,43825
56164,43825
291307,43825
441140,43825
234697,43826
417991,43826
434103,43826
453165,43826
107725,43827
232693,43827
240270,43827
433701,43827
12518,43828
35831,43828
63192,43828
200154,43828
236193,43828
266713,43828
291871,43828
479234,43828
19527,43829
246221,43829
268423,43829
268492,43829
285923,43829
295690,43829
417644,43829
13351,43830
29454,43830
216124,43830
226862,43830
259923,43830
288810,43830
438802,43830
453501,43830
463891,43830
475589,43830
34062,43831
53747,43831
90956,43831
440862,43831
456059,43831
481324,43831
489806,43831
20542,43832
226262,43832
230352,43832
249935,43832
271040,43832
406883,43832
484159,43832
54794,43833
289640,43833
297627,43833
414787,43833
453693,43833
461355,43833
464219,43833
39947,43834
207933,43834
229244,43834
237398,43834
265122,43834
16045,43835
29513,43835
67268,43835
223039,43835
236965,43835
248265,43835
275617,43835
415420,43835
435587,43835
442798,43835
445156,43835
97921,43836
202185,43836
230629,43836
231880,43836
243584,43836
269010,43836
274895,43836
281039,43836
430686,43836
15615,43837
24938,43837
25575,43837
288509,43838
296224,43838
471860,43838
65934,43839
75423,43839
94797,43839
442464,43839
489202,43839
26334,43840
29612,43840
40521,43840
72184,43840
86083,43840
94691,43840
221898,43840
223411,43840
269086,43840
401584,43840
402995,43840
442964,43840
446285,43840
15800,43841
77537,43841
105597,43841
201204,43841
210917,43841
212988,43841
265311,43841
296418,43841
438887,43841
16728,43842
43427,43842
54219,43842
239076,43842
424363,43842
439165,43842
440918,43842
80002,43843
410133,43843
465865,43843
14316,43844
27423,43844
37428,43844
47527,43844
220052,43844
290972,43844
216899,43845
220994,43845
438088,43845
494825,43845
29029,43846
85309,43846
88311,43846
221920,43846
236832,43846
271358,43846
290834,43846
459825,43846
499607,43846
19692,43847
71127,43847
107842,43847
269218,43847
409072,43847
476083,43847
489949,43847
56161,43848
61879,43848
64975,43848
76229,43848
209503,43848
219773,43848
259986,43848
428900,43848
436555,43848
485225,43848
491230,43848
33202,43849
33671,43849
247332,43849
409914,43849
33633,43850
216003,43850
402651,43850
418168,43850
441175,43850
457873,43850
459304,43850
465583,43850
478042,43850
25977,43851
52303,43851
56176,43851
76462,43851
81416,43851
98709,43851
105966,43851
223705,43851
225419,43851
240160,43851
426835,43851
434951,43851
449605,43851
456801,43851
44378,43852
200434,43852
222300,43852
407167,43852
435924,43852
40939,43853
54381,43853
67011,43853
239316,43853
280983,43853
33095,43854
75838,43854
77771,43854
235613,43854
271406,43854
404107,43854
412069,43854
412859,43854
473859,43854
15216,43855
31400,43855
209747,43855
221331,43855
233322,43855
267208,43855
427349,43855
460162,43855
90795,43856
260844,43856
458232,43856
62373,43857
67177,43857
74970,43857
201759,43857
451913,43857
480585,43857
93708,43858
106845,43858
235227,43858
278070,43858
406978,43858
417079,43858
13568,43859
21171,43859
58682,43859
65717,43859
106869,43859
215062,43859
473743,43859
225677,43860
275492,43860
432680,43860
482749,43860
49948,43861
55451,43861
430957,43861
437333,43861
453276,43861
477274,43861
40465,43862
90761,43862
239629,43862
420608,43862
437102,43862
477490,43862
11232,43863
25355,43863
36313,43863
461058,43863
89655,43864
211180,43864
267490,43864
282599,43864
405233,43864
96014,43865
221508,43865
222398,43865
276982,43865
278722,43865
446721,43865
13589,43866
62707,43866
283725,43866
419538,43866
466977,43866
474421,43866
216471,43867
283306,43867
400498,43867
417953,43867
442664,43867
493803,43867
224933,43868
244276,43868
447145,43868
469467,43868
15009,43869
237017,43869
258244,43869
270082,43869
403180,43869
59779,43870
63145,43870
233918,43870
31134,43871
73931,43871
93976,43871
109787,43871
283018,43871
408618,43871
31079,43872
35333,43872
45248,43872
69305,43872
82009,43872
95390,43872
104851,43872
225814,43872
446220,43872
480662,43872
70245,43873
88317,43873
427701,43873
462639,43873
38441,43874
107062,43874
212760,43874
253257,43874
263053,43874
296390,43874
480565,43874
15423,43875
86563,43875
207691,43875
224741,43875
297643,43875
415362,43875
465521,43875
469265,43875
48202,43876
60562,43876
96805,43876
202192,43876
298786,43876
494092,43876
27429,43877
51793,43877
70334,43877
213359,43877
419411,43877
425764,43877
453719,43877
10963,43878
27566,43878
80430,43878
281136,43878
417431,43878
442819,43878
452425,43878
482758,43878
60672,43879
61727,43879
75366,43879
203556,43879
220017,43879
220096,43879
239556,43879
249741,43879
284903,43879
418782,43879
497213,43879
14976,43880
30493,43880
36756,43880
49235,43880
77267,43880
245354,43880
250423,43880
274344,43880
296538,43880
453648,43880
481410,43880
28881,43881
228486,43881
281669,43881
293016,43881
420445,43881
448765,43881
486488,43881
73858,43882
204501,43882
210273,43882
232888,43882
265627,43882
298633,43882
421176,43882
450234,43882
15952,43883
37749,43883
57517,43883
64443,43883
259241,43883
269446,43883
411701,43883
475770,43883
59355,43884
211323,43884
224028,43884
265673,43884
287683,43884
414508,43884
418768,43884
474316,43884
55346,43885
85302,43885
93373,43885
260265,43885
278634,43885
403097,43885
418343,43885
442000,43885
54348,43886
67276,43886
211741,43886
406171,43886
418266,43886
419161,43886
454893,43886
471209,43886
494486,43886
44343,43887
101537,43887
209602,43887
421857,43887
459499,43887
476545,43887
491887,43887
28834,43888
49355,43888
51670,43888
61433,43888
299531,43888
22228,43889
69014,43889
76782,43889
225385,43889
225789,43889
274370,43889
484177,43889
38090,43890
66075,43890
84021,43890
272970,43890
446357,43890
468354,43890
92504,43891
265433,43891
425469,43891
494471,43891
499761,43891
58976,43892
68187,43892
76476,43892
230941,43892
242131,43892
271801,43892
288871,43892
446561,43892
34755,43893
203714,43893
473099,43893
492390,43893
494947,43893
35240,43894
68528,43894
78353,43894
91497,43894
93520,43894
222262,43894
225714,43894
252119,43894
259463,43894
295213,43894
447613,43894
491788,43894
24191,43895
30098,43895
62289,43895
77024,43895
101896,43895
236996,43895
245791,43895
263857,43895
273380,43895
47424,43896
107544,43896
265724,43896
411475,43896
414435,43896
420251,43896
497581,43896
23043,43897
219036,43897
223020,43897
250136,43897
406845,43897
430975,43897
10775,43898
57662,43898
91358,43898
98315,43898
432562,43898
470698,43898
471341,43898
493348,43898
74166,43899
261763,43899
280711,43899
460284,43899
469358,43899
10986,43900
74941,43900
90646,43900
91372,43900
459133,43900
477894,43900
66844,43901
97853,43901
286706,43901
293670,43901
497165,43901
29147,43902
87737,43902
91776,43902
415675,43902
441643,43902
16110,43903
97836,43903
271437,43903
453970,43903
28787,43904
102393,43904
220823,43904
412911,43904
420811,43904
453309,43904
68688,43905
424489,43905
447364,43905
21945,43906
29950,43906
32888,43906
61799,43906
69222,43906
201901,43906
222389,43906
298578,43906
487708,43906
498919,43906
200476,43907
215610,43907
294816,43907
470440,43907
31833,43908
249150,43908
443436,43908
478737,43908
88208,43909
236665,43909
247689,43909
283500,43909
290743,43909
460281,43909
12600,43910
79907,43911
84978,43911
215492,43911
253626,43911
471494,43911
49243,43912
205797,43912
252819,43912
297866,43912
428873,43912
432530,43912
433447,43912
435423,43912
497424,43912
19297,43913
43272,43913
76631,43913
222620,43913
244742,43913
430114,43913
453008,43913
47340,43914
55449,43914
205375,43914
213674,43914
222107,43914
229989,43914
274150,43914
401138,43914
409469,43914
433877,43914
73993,43915
265016,43915
403174,43915
21036,43916
27691,43916
104537,43916
214969,43916
277274,43916
297533,43916
426510,43916
439799,43916
464550,43916
466875,43916
493122,43916
65090,43917
208539,43917
240407,43917
276190,43917
299889,43917
453277,43917
485427,43917
45183,43918
106052,43918
107536,43918
108335,43918
215776,43918
243536,43918
248267,43918
258061,43918
262884,43918
401314,43918
440653,43918
469633,43918
24101,43919
62424,43919
93189,43919
204653,43919
236061,43919
269092,43919
479072,43919
481163,43919
498221,43919
96349,43920
107037,43920
269087,43920
272001,43920
442482,43920
451871,43920
43178,43921
207278,43921
297962,43921
450167,43921
85536,43922
207221,43922
265082,43922
297551,43922
405704,43922
482034,43922
42984,43923
43896,43923
44876,43923
44917,43923
51859,43923
90629,43923
203294,43923
213072,43923
265255,43923
280471,43923
404518,43923
466700,43923
62527,43924
214827,43924
283697,43924
458249,43924
468789,43924
477333,43924
42438,43925
57263,43925
64076,43925
79723,43925
430925,43925
453370,43925
95738,43926
108232,43926
265206,43926
284935,43926
291738,43926
453466,43926
477268,43926
488908,43926
45020,43927
247804,43927
259897,43927
271015,43927
455092,43927
490994,43927
25282,43928
216829,43928
222301,43928
241816,43928
297900,43928
453494,43928
459412,43928
478897,43928
32678,43929
47743,43929
87277,43929
91177,43929
263095,43929
402246,43929
471080,43929
481523,43929
489773,43929
50172,43930
78437,43930
468565,43930
10504,43931
77145,43931
83508,43931
201254,43931
254778,43931
271963,43931
297126,43931
405464,43931
447964,43931
496202,43931
31778,43932
57418,43932
67674,43932
286861,43932
401361,43932
433495,43932
475864,43932
483467,43932
488704,43932
53365,43933
210446,43933
270409,43933
283393,43933
487060,43933
42467,43934
54772,43934
400211,43934
421444,43934
17657,43935
92796,43935
230440,43935
241882,43935
424651,43935
425919,43935
428002,43935
464409,43935
471778,43935
45961,43936
48348,43936
90977,43936
234698,43936
444467,43936
478759,43936
486234,43936
48710,43937
221841,43937
249206,43937
459305,43937
492928,43937
33182,43938
66388,43938
228615,43938
425624,43938
429405,43938
444602,43938
19503,43939
70931,43939
274096,43939
401925,43939
417014,43939
26037,43940
246452,43940
291709,43940
463000,43940
498574,43940
102631,43941
233894,43941
236732,43941
278007,43941
281351,43941
14893,43942
98800,43942
237622,43942
271176,43942
272045,43942
287168,43942
289772,43942
41222,43943
41867,43943
62563,43943
79159,43943
100299,43943
251759,43943
259122,43943
279780,43943
400197,43943
408989,43943
424557,43943
10215,43944
16452,43944
17093,43944
24174,43944
37151,43944
46001,43944
63210,43944
84991,43944
95870,43944
101740,43944
224341,43944
258960,43944
261829,43944
277644,43944
279316,43944
65917,43945
225058,43945
239500,43945
245672,43945
235868,43946
247695,43946
446312,43946
447822,43946
492354,43946
11423,43947
280789,43947
407341,43947
452225,43947
10474,43948
26349,43948
47223,43948
48351,43948
245879,43948
273950,43948
447043,43948
466932,43948
80671,43949
203975,43949
228705,43949
268938,43949
402536,43949
474644,43949
92179,43950
201298,43950
208622,43950
212156,43950
242640,43950
279534,43950
41805,43951
66318,43951
243188,43951
288153,43951
461996,43951
477206,43951
491333,43951
28006,43952
77185,43952
246182,43952
409083,43952
468785,43952
499193,43952
39414,43953
46007,43953
49994,43953
55823,43953
97040,43953
291177,43953
447791,43953
460960,43953
45910,43954
56531,43954
88953,43954
233831,43954
265208,43954
410549,43954
423543,43954
465147,43954
470509,43954
26294,43955
59929,43955
75984,43955
85241,43955
212894,43955
255771,43955
440025,43955
447971,43955
59324,43956
75016,43956
91801,43956
214910,43956
220374,43956
229556,43956
77871,43957
203519,43957
204478,43957
232305,43957
295342,43957
472136,43957
23358,43958
70846,43958
205527,43958
297510,43958
466561,43958
64748,43959
220452,43959
234798,43959
412777,43959
414032,43959
470570,43959
12277,43960
28838,43960
55181,43960
80798,43960
87276,43960
210838,43960
263913,43960
284585,43960
443725,43960
483581,43960
49678,43961
448361,43961
479625,43961
220865,43962
291171,43962
462401,43962
466856,43962
209042,43963
216162,43963
458684,43963
471936,43963
17617,43964
92282,43964
233451,43964
246963,43964
452219,43964
491915,43964
12737,43965
87081,43965
94883,43965
11628,43966
37287,43966
262211,43966
489412,43966
16393,43967
35107,43967
56497,43967
89838,43967
217117,43967
262144,43967
431859,43967
467699,43967
17800,43968
39736,43968
45957,43968
101157,43968
258149,43968
424435,43968
273827,43969
286013,43969
293167,43969
286015,43970
424274,43970
466038,43970
481950,43970
36900,43971
40715,43971
91857,43971
456729,43971
461067,43971
470240,43971
41365,43972
63887,43972
235935,43972
416088,43972
473780,43972
496791,43972
27173,43973
108843,43973
204971,43973
211920,43973
255187,43973
105179,43974
292186,43974
419855,43974
433388,43974
444707,43974
459575,43974
480420,43974
496606,43974
29957,43975
65251,43975
77952,43975
90950,43975
93375,43975
105846,43975
246397,43975
250430,43975
254169,43975
285624,43975
402860,43975
494184,43975
101281,43976
243620,43976
298775,43976
460141,43976
466669,43976
473914,43976
35652,43977
73006,43977
98582,43977
226283,43977
234320,43977
270591,43977
291454,43977
417849,43977
425045,43977
476497,43977
18137,43978
82491,43978
101422,43978
416373,43978
416394,43978
447108,43978
469388,43978
57969,43979
69919,43979
76145,43979
93689,43979
95373,43979
200915,43979
224800,43979
231199,43979
431033,43979
497943,43979
19462,43980
43503,43980
88402,43980
229568,43980
235191,43980
264739,43980
276036,43980
280908,43980
416168,43980
446568,43980
448741,43980
492846,43980
27363,43981
38372,43981
47793,43981
106825,43981
106911,43981
233920,43981
289249,43981
413387,43981
455497,43981
468072,43981
476311,43981
17726,43982
52859,43982
87257,43982
93636,43982
437329,43982
460998,43982
468619,43982
30396,43983
58377,43983
65755,43983
95637,43983
484075,43983
39450,43984
100958,43984
102288,43984
208818,43984
289487,43984
413393,43984
484737,43984
484739,43984
489008,43984
36049,43985
69202,43985
78487,43985
209530,43985
245351,43985
272779,43985
278743,43985
491591,43985
13192,43986
36441,43986
46596,43986
58540,43986
81818,43986
97702,43986
97807,43986
244047,43986
250119,43986
425529,43986
102609,43987
216052,43987
233808,43987
400689,43987
408789,43987
488931,43987
66645,43988
240492,43988
34082,43989
47042,43989
75252,43989
96546,43989
211029,43989
463064,43989
484541,43989
492901,43989
89280,43990
270687,43990
10165,43991
22923,43991
213142,43991
234673,43991
477229,43991
495304,43991
62093,43992
244200,43992
430701,43992
488848,43992
23654,43993
75312,43993
95728,43993
36336,43994
54862,43994
107639,43994
230879,43994
402891,43994
420442,43994
31819,43995
53307,43995
62972,43995
70291,43995
83643,43995
202148,43995
220407,43995
249148,43995
253143,43995
293485,43995
406860,43995
422599,43995
445991,43995
455790,43995
456242,43995
463886,43995
444363,43996
105358,43997
233904,43997
256178,43997
10493,43998
45292,43998
102505,43998
107092,43998
283655,43998
461565,43998
482705,43998
230425,43999
268774,43999
284869,43999
286054,43999
104049,44000
258846,44000
282631,44000
484148,44000
490607,44000
494194,44000
15624,44001
104767,44001
105439,44001
242696,44001
261218,44001
451300,44001
96756,44002
206652,44002
226963,44002
269210,44002
286752,44002
16185,44003
34317,44003
233869,44003
244671,44003
250771,44003
277194,44003
281664,44003
403237,44003
443274,44003
465762,44003
485816,44003
20167,44004
32713,44004
254888,44004
258108,44004
268841,44004
422980,44004
433541,44004
491096,44004
41349,44005
77721,44005
241267,44005
417432,44005
47111,44006
50122,44006
219018,44006
416119,44006
15867,44007
55905,44007
80606,44007
223902,44007
228995,44007
407208,44007
427290,44007
29829,44008
104149,44008
231569,44008
232709,44008
243607,44008
249634,44008
262674,44008
464808,44008
467616,44008
237051,44009
252449,44009
265935,44009
271946,44009
274883,44009
277221,44009
479248,44009
484843,44009
99027,44010
239444,44010
263933,44010
288910,44010
465515,44010
33260,44011
65605,44011
71972,44011
235253,44011
277583,44011
475114,44011
495060,44011
59495,44012
73456,44012
272124,44012
425638,44012
428803,44012
430333,44012
468373,44012
48961,44013
457167,44013
476854,44013
491330,44013
11308,44014
23238,44014
95635,44014
238628,44014
251549,44014
445161,44014
40497,44015
81424,44015
108455,44015
108706,44015
402502,44015
406067,44015
409339,44015
444578,44015
489330,44015
493363,44015
26416,44016
50099,44016
215528,44016
223088,44016
419442,44016
428668,44016
25787,44017
59288,44017
213141,44017
258953,44017
431865,44017
482047,44017
48689,44018
275454,44018
281399,44018
408441,44018
442012,44018
452773,44018
462908,44018
50918,44019
90170,44019
278709,44019
441920,44019
449155,44019
450873,44019
109832,44020
263304,44020
279095,44020
287601,44020
408887,44020
454858,44020
484596,44020
18439,44021
79530,44021
105911,44021
205743,44021
291726,44021
421167,44021
428545,44021
438218,44021
33397,44022
56532,44022
57388,44022
77922,44022
223533,44022
251683,44022
297135,44022
406829,44022
22964,44023
67922,44023
280072,44023
415592,44023
90388,44024
206810,44024
228032,44024
243226,44024
246206,44024
432353,44024
433899,44024
84826,44025
88345,44025
275206,44025
278896,44025
288898,44025
456505,44025
466486,44025
11528,44026
69689,44026
435921,44026
442734,44026
32366,44027
32670,44027
45885,44027
58844,44027
201524,44027
216439,44027
234127,44027
240613,44027
259272,44027
267051,44027
297647,44027
403977,44027
427594,44027
71850,44028
47295,44029
80268,44029
91642,44029
97153,44029
209166,44029
266463,44029
494468,44029
18408,44030
47711,44030
68246,44030
212322,44030
432234,44030
16384,44031
43156,44031
55914,44031
56847,44031
58900,44031
222408,44031
276422,44031
416272,44031
12006,44032
94168,44032
210660,44032
237935,44032
468812,44032
14887,44033
16766,44033
50299,44033
77052,44033
92846,44033
219203,44033
466082,44033
470626,44033
10116,44034
24084,44034
281242,44034
297944,44034
413310,44034
493157,44034
11074,44035
47975,44035
89136,44035
224941,44035
252723,44035
415853,44035
42296,44036
94344,44036
200375,44036
236677,44036
289355,44036
439050,44036
480912,44036
18900,44037
45553,44037
60272,44037
211230,44037
285978,44037
287056,44037
430809,44037
454167,44037
67683,44038
293230,44038
295716,44038
433508,44038
484085,44038
20090,44039
32614,44039
43796,44039
50036,44039
65568,44039
241368,44039
254673,44039
258805,44039
437622,44039
23657,44040
469590,44040
491477,44040
33180,44041
41726,44041
67601,44041
108051,44041
432599,44041
457848,44041
476350,44041
21583,44042
24257,44042
55086,44042
61643,44042
65811,44042
254121,44042
279504,44042
292944,44042
407382,44042
407550,44042
416672,44042
436303,44042
482987,44042
15919,44043
39001,44043
50460,44043
208791,44043
410449,44043
459041,44043
36555,44044
64469,44044
84749,44044
96627,44044
200853,44044
211907,44044
218791,44044
232371,44044
235407,44044
448029,44044
490127,44044
492018,44044
496939,44044
32893,44045
81053,44045
81622,44045
223255,44045
408945,44045
435694,44045
30719,44046
60405,44046
67733,44046
105454,44046
420794,44046
431086,44046
485355,44046
493770,44046
34932,44047
61866,44047
97547,44047
218013,44047
423439,44047
474182,44047
476264,44047
485117,44047
496513,44047
95259,44048
102251,44048
263987,44048
265120,44048
273654,44048
440847,44048
465632,44048
22310,44049
38895,44049
64664,44049
28637,44050
70539,44050
75490,44050
232520,44050
250372,44050
265093,44050
440507,44050
79326,44051
109575,44051
228011,44051
253258,44051
254736,44051
262921,44051
435527,44051
451498,44051
85798,44052
85972,44052
96641,44052
98685,44052
224961,44052
253214,44052
274922,44052
282653,44052
283573,44052
292964,44052
436187,44052
94535,44053
200533,44053
272077,44053
283379,44053
424685,44053
433449,44053
437369,44053
17207,44054
30844,44054
65045,44054
98188,44054
205134,44054
229379,44054
483377,44054
490234,44054
497973,44054
104441,44055
205837,44055
206484,44055
237265,44055
262010,44055
439144,44055
481621,44055
494893,44055
82345,44056
86005,44056
249332,44056
284682,44056
297790,44056
491729,44056
82416,44057
229101,44057
240240,44057
257780,44057
265527,44057
416017,44057
432262,44057
25188,44058
57585,44058
58241,44058
221979,44058
243467,44058
270312,44058
438267,44058
484621,44058
215614,44059
217309,44059
274633,44059
422314,44059
423961,44059
472797,44059
495476,44059
16169,44060
49268,44060
59022,44060
65911,44060
293612,44060
297830,44060
408796,44060
411889,44060
432325,44060
14977,44061
48827,44061
49025,44061
211277,44061
487519,44061
10983,44062
71292,44062
218428,44062
245192,44062
252133,44062
34151,44063
68771,44063
250867,44063
288904,44063
299365,44063
465237,44063
282712,44064
402081,44064
424187,44064
463949,44064
455737,44065
69069,44066
73935,44066
105927,44066
217092,44066
236847,44066
281695,44066
475777,44066
479848,44066
486925,44066
24940,44067
73798,44067
250788,44067
275700,44067
407760,44067
470304,44067
216099,44068
224549,44068
246797,44068
284345,44068
293330,44068
41017,44069
216967,44069
221727,44069
238236,44069
451887,44069
499605,44069
42003,44070
64376,44070
86991,44070
239480,44070
469221,44070
26825,44071
35130,44071
104234,44071
283757,44071
415618,44071
234148,44072
263847,44072
291971,44072
419663,44072
16938,44073
279836,44073
16941,44074
98176,44074
235585,44074
240435,44074
286561,44074
289119,44074
290966,44074
422385,44074
428653,44074
461082,44074
425698,44075
460000,44075
10198,44076
20560,44076
74640,44076
109892,44076
277668,44076
285774,44076
410009,44076
64095,44077
78688,44077
98821,44077
241085,44077
406823,44077
451794,44077
23622,44078
24568,44078
58414,44078
64722,44078
85618,44078
96290,44078
427833,44078
454813,44078
72568,44079
221843,44079
284987,44079
481093,44079
30078,44080
74846,44080
85122,44080
208100,44080
212089,44080
251075,44080
420298,44080
444368,44080
456063,44080
56571,44081
105594,44081
213831,44081
232881,44081
284983,44081
289308,44081
402614,44081
447815,44081
17978,44082
33652,44082
89306,44082
207893,44082
215507,44082
265728,44082
285431,44082
286745,44082
406262,44082
407809,44082
439384,44082
467504,44082
60960,44083
223224,44083
243623,44083
267351,44083
421328,44083
435498,44083
467721,44083
260259,44084
412527,44084
440344,44084
497436,44084
11422,44085
23802,44085
66720,44085
69852,44085
401974,44085
34512,44086
83735,44086
211870,44086
226208,44086
436735,44086
13743,44087
46647,44087
431416,44087
433613,44087
460911,44087
101423,44088
102006,44088
223897,44088
275498,44088
435955,44088
494055,44088
63475,44089
218266,44089
256372,44089
276603,44089
427003,44089
440894,44089
443373,44089
39793,44090
91945,44090
103989,44090
228752,44090
241134,44090
404223,44090
428168,44090
28033,44091
65385,44091
91212,44091
105652,44091
403939,44091
431344,44091
223598,44092
293941,44092
435410,44092
447775,44092
34125,44093
49114,44093
274461,44093
281779,44093
285303,44093
43813,44094
44204,44094
252510,44094
468458,44094
469281,44094
51906,44095
89257,44095
216772,44095
236622,44095
247746,44095
285310,44095
293102,44095
430604,44095
497169,44095
38986,44096
62867,44096
96459,44096
99118,44096
444629,44096
23009,44097
288005,44097
408854,44097
443702,44097
472248,44097
86434,44098
251163,44098
255323,44098
415566,44098
432016,44098
446191,44098
469983,44098
477157,44098
101976,44099
225620,44099
245436,44099
404270,44099
480939,44099
493234,44099
50023,44100
432470,44100
10716,44101
56431,44101
205995,44101
222340,44101
229941,44101
290217,44101
413080,44101
416078,44101
453984,44101
475162,44101
475257,44101
498872,44101
96598,44102
245273,44102
421491,44102
424505,44102
439247,44102
484409,44102
93554,44103
109147,44103
218057,44103
233202,44103
243962,44103
289532,44103
481026,44103
486745,44103
492017,44103
50948,44104
250150,44104
257191,44104
262648,44104
411758,44104
430492,44104
442922,44104
466197,44104
466677,44104
31652,44105
295186,44105
79187,44106
426199,44106
12768,44107
42570,44107
73990,44107
79156,44107
90367,44107
206832,44107
218012,44107
282495,44107
440689,44107
18488,44108
46136,44108
68644,44108
93874,44108
238783,44108
239263,44108
288224,44108
436011,44108
460822,44108
461253,44108
15208,44109
23455,44109
90189,44109
237291,44109
282104,44109
434589,44109
49638,44110
95295,44110
200451,44110
410512,44110
411578,44110
443709,44110
453797,44110
493446,44110
498644,44110
25673,44111
67523,44111
200732,44111
424448,44111
427317,44111
440249,44111
440930,44111
464609,44111
473320,44111
486702,44111
33859,44112
46254,44112
52874,44112
221175,44112
250154,44112
413250,44112
430532,44112
453488,44112
59567,44113
75050,44113
75662,44113
83085,44113
44017,44114
53231,44114
83281,44114
295599,44114
412741,44114
21369,44115
38101,44115
40241,44115
201214,44115
218366,44115
414294,44115
445633,44115
467779,44115
25799,44116
39772,44116
63835,44116
81870,44116
91536,44116
241298,44116
251816,44116
252508,44116
288311,44116
403092,44116
413453,44116
493172,44116
32843,44117
62856,44117
82850,44117
227109,44117
259909,44117
272506,44117
273512,44117
279521,44117
424134,44117
447470,44117
473011,44117
485579,44117
35644,44118
250335,44118
419171,44118
430227,44118
436603,44118
483220,44118
489520,44118
